A	B	TargetPathway	type	val	Method
GSE19587	GSE20314	Parkinson disease	Szymkiewicz–Simpson coefficient	0.16666666666666666	binox-string
GSE19587	GSE20333	Parkinson disease	Jaccard index	0.02617801047120419	binox-string
GSE19587	GSE20333	Parkinson disease	Szymkiewicz–Simpson coefficient	0.09259259259259259	binox-string
GSE19587	GSE7621	Parkinson disease	Jaccard index	0.02197802197802198	binox-string
GSE19587	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.07407407407407407	binox-string
GSE19587	GSE90514	Parkinson disease	Jaccard index	0.10416666666666667	binox-string
GSE19587	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.2777777777777778	binox-string
GSE20141	GSE20146	Parkinson disease	Jaccard index	0.6622807017543859	binox-string
GSE20141	GSE20146	Parkinson disease	Szymkiewicz–Simpson coefficient	0.8579545454545454	binox-string
GSE20141	GSE20163	Parkinson disease	Jaccard index	0.5054945054945055	binox-string
GSE20141	GSE20163	Parkinson disease	Szymkiewicz–Simpson coefficient	0.6798029556650246	binox-string
GSE20141	GSE20164	Parkinson disease	Jaccard index	0.2908366533864542	binox-string
GSE20141	GSE20164	Parkinson disease	Szymkiewicz–Simpson coefficient	0.6033057851239669	binox-string
GSE20141	GSE20291	Parkinson disease	Jaccard index	0.1285140562248996	binox-string
GSE20141	GSE20291	Parkinson disease	Szymkiewicz–Simpson coefficient	0.41025641025641024	binox-string
GSE20141	GSE20292	Parkinson disease	Jaccard index	0.13877551020408163	binox-string
GSE20141	GSE20292	Parkinson disease	Szymkiewicz–Simpson coefficient	0.4473684210526316	binox-string
GSE20141	GSE20314	Parkinson disease	Jaccard index	0.1409090909090909	binox-string
GSE20141	GSE20314	Parkinson disease	Szymkiewicz–Simpson coefficient	0.6458333333333334	binox-string
GSE20141	GSE20333	Parkinson disease	Jaccard index	0.5681818181818182	binox-string
GSE20141	GSE20333	Parkinson disease	Szymkiewicz–Simpson coefficient	0.8802816901408451	binox-string
GSE20141	GSE7621	Parkinson disease	Jaccard index	0.5296803652968036	binox-string
GSE20141	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.8787878787878788	binox-string
GSE20141	GSE90514	Parkinson disease	Jaccard index	0.3688888888888889	binox-string
GSE20141	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.7904761904761904	binox-string
GSE20146	GSE20163	Parkinson disease	Jaccard index	0.4826254826254826	binox-string
GSE20146	GSE20163	Parkinson disease	Szymkiewicz–Simpson coefficient	0.7102272727272727	binox-string
GSE20146	GSE20164	Parkinson disease	Jaccard index	0.2801724137931034	binox-string
GSE20146	GSE20164	Parkinson disease	Szymkiewicz–Simpson coefficient	0.5371900826446281	binox-string
GSE20146	GSE20291	Parkinson disease	Jaccard index	0.13392857142857142	binox-string
GSE20146	GSE20291	Parkinson disease	Szymkiewicz–Simpson coefficient	0.38461538461538464	binox-string
GSE20146	GSE20292	Parkinson disease	Jaccard index	0.1943127962085308	binox-string
GSE20146	GSE20292	Parkinson disease	Szymkiewicz–Simpson coefficient	0.5394736842105263	binox-string
GSE20146	GSE20314	Parkinson disease	Jaccard index	0.15463917525773196	binox-string
GSE20146	GSE20314	Parkinson disease	Szymkiewicz–Simpson coefficient	0.625	binox-string
GSE20146	GSE20333	Parkinson disease	Jaccard index	0.5215311004784688	binox-string
GSE20146	GSE20333	Parkinson disease	Szymkiewicz–Simpson coefficient	0.7676056338028169	binox-string
GSE20146	GSE7621	Parkinson disease	Jaccard index	0.5247524752475248	binox-string
GSE20146	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.803030303030303	binox-string
GSE20146	GSE90514	Parkinson disease	Jaccard index	0.39800995024875624	binox-string
GSE20146	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.7619047619047619	binox-string
GSE20163	GSE20164	Parkinson disease	Jaccard index	0.44933920704845814	binox-string
GSE20163	GSE20164	Parkinson disease	Szymkiewicz–Simpson coefficient	0.8429752066115702	binox-string
GSE20163	GSE20291	Parkinson disease	Jaccard index	0.20168067226890757	binox-string
GSE20163	GSE20291	Parkinson disease	Szymkiewicz–Simpson coefficient	0.6153846153846154	binox-string
GSE20163	GSE20292	Parkinson disease	Jaccard index	0.26222222222222225	binox-string
GSE20163	GSE20292	Parkinson disease	Szymkiewicz–Simpson coefficient	0.7763157894736842	binox-string
GSE20163	GSE20314	Parkinson disease	Jaccard index	0.10822510822510822	binox-string
GSE20163	GSE20314	Parkinson disease	Szymkiewicz–Simpson coefficient	0.5208333333333334	binox-string
GSE20163	GSE20333	Parkinson disease	Jaccard index	0.41700404858299595	binox-string
GSE20163	GSE20333	Parkinson disease	Szymkiewicz–Simpson coefficient	0.7253521126760564	binox-string
GSE20163	GSE7621	Parkinson disease	Jaccard index	0.2878787878787879	binox-string
GSE20163	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.5757575757575758	binox-string
GSE20163	GSE90514	Parkinson disease	Jaccard index	0.3206751054852321	binox-string
GSE20163	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.7238095238095238	binox-string
GSE20164	GSE20291	Parkinson disease	Jaccard index	0.24375	binox-string
GSE20164	GSE20291	Parkinson disease	Szymkiewicz–Simpson coefficient	0.5	binox-string
GSE20164	GSE20292	Parkinson disease	Jaccard index	0.2236024844720497	binox-string
GSE20164	GSE20292	Parkinson disease	Szymkiewicz–Simpson coefficient	0.47368421052631576	binox-string
GSE20164	GSE20314	Parkinson disease	Jaccard index	0.14189189189189189	binox-string
GSE20164	GSE20314	Parkinson disease	Szymkiewicz–Simpson coefficient	0.4375	binox-string
GSE20164	GSE20333	Parkinson disease	Jaccard index	0.3282828282828283	binox-string
GSE20164	GSE20333	Parkinson disease	Szymkiewicz–Simpson coefficient	0.5371900826446281	binox-string
GSE20164	GSE7621	Parkinson disease	Jaccard index	0.17674418604651163	binox-string
GSE20164	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.3140495867768595	binox-string
GSE20164	GSE90514	Parkinson disease	Jaccard index	0.18324607329842932	binox-string
GSE20164	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.3333333333333333	binox-string
GSE20291	GSE20292	Parkinson disease	Jaccard index	0.3508771929824561	binox-string
GSE20291	GSE20292	Parkinson disease	Szymkiewicz–Simpson coefficient	0.5263157894736842	binox-string
GSE20291	GSE20314	Parkinson disease	Jaccard index	0.06779661016949153	binox-string
GSE20291	GSE20314	Parkinson disease	Szymkiewicz–Simpson coefficient	0.16666666666666666	binox-string
GSE20291	GSE20333	Parkinson disease	Jaccard index	0.0784313725490196	binox-string
GSE20291	GSE20333	Parkinson disease	Szymkiewicz–Simpson coefficient	0.20512820512820512	binox-string
GSE20291	GSE7621	Parkinson disease	Jaccard index	0.13513513513513514	binox-string
GSE20291	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.32051282051282054	binox-string
GSE20291	GSE90514	Parkinson disease	Jaccard index	0.14375	binox-string
GSE20291	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.2948717948717949	binox-string
GSE20292	GSE20314	Parkinson disease	Jaccard index	0.12727272727272726	binox-string
GSE20292	GSE20314	Parkinson disease	Szymkiewicz–Simpson coefficient	0.2916666666666667	binox-string
GSE20292	GSE20333	Parkinson disease	Jaccard index	0.10101010101010101	binox-string
GSE20292	GSE20333	Parkinson disease	Szymkiewicz–Simpson coefficient	0.2631578947368421	binox-string
GSE20292	GSE7621	Parkinson disease	Jaccard index	0.10638297872340426	binox-string
GSE20292	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.2631578947368421	binox-string
GSE20292	GSE90514	Parkinson disease	Jaccard index	0.19078947368421054	binox-string
GSE20292	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.3815789473684211	binox-string
GSE20314	GSE20333	Parkinson disease	Jaccard index	0.1728395061728395	binox-string
GSE20314	GSE20333	Parkinson disease	Szymkiewicz–Simpson coefficient	0.5833333333333334	binox-string
GSE20314	GSE7621	Parkinson disease	Jaccard index	0.2	binox-string
GSE20314	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.625	binox-string
GSE20314	GSE90514	Parkinson disease	Jaccard index	0.125	binox-string
GSE20314	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.3541666666666667	binox-string
GSE20333	GSE7621	Parkinson disease	Jaccard index	0.3979591836734694	binox-string
GSE20333	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.5909090909090909	binox-string
GSE20333	GSE90514	Parkinson disease	Jaccard index	0.3279569892473118	binox-string
GSE20333	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.580952380952381	binox-string
GSE7621	GSE90514	Parkinson disease	Jaccard index	0.28804347826086957	binox-string
GSE7621	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.5047619047619047	binox-string
GSE12685	GSE28146	Alzheimer disease	Jaccard index	0.6237623762376238	binox-string
GSE12685	GSE28146	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.8344370860927153	binox-string
GSE12685	GSE36980	Alzheimer disease	Jaccard index	0.11173184357541899	binox-string
GSE12685	GSE36980	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.4166666666666667	binox-string
GSE12685	GSE37263	Alzheimer disease	Jaccard index	0.35514018691588783	binox-string
GSE12685	GSE37263	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.5467625899280576	binox-string
GSE12685	GSE39420	Alzheimer disease	Jaccard index	0.5900900900900901	binox-string
GSE12685	GSE39420	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.8675496688741722	binox-string
GSE12685	GSE4757	Alzheimer disease	Jaccard index	0.018404907975460124	binox-string
GSE12685	GSE4757	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.2	binox-string
GSE12685	GSE95587	Alzheimer disease	Jaccard index	0.3584905660377358	binox-string
GSE12685	GSE95587	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.5547445255474452	binox-string
GSE12685	GSE97760	Alzheimer disease	Jaccard index	0.0223463687150838	binox-string
GSE12685	GSE97760	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.125	binox-string
GSE28146	GSE36980	Alzheimer disease	Jaccard index	0.18421052631578946	binox-string
GSE28146	GSE36980	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.7291666666666666	binox-string
GSE28146	GSE37263	Alzheimer disease	Jaccard index	0.44954128440366975	binox-string
GSE28146	GSE37263	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.7050359712230215	binox-string
GSE28146	GSE39420	Alzheimer disease	Jaccard index	0.6696035242290749	binox-string
GSE28146	GSE39420	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.8587570621468926	binox-string
GSE28146	GSE4757	Alzheimer disease	Jaccard index	0	binox-string
GSE28146	GSE4757	Alzheimer disease	Szymkiewicz–Simpson coefficient	0	binox-string
GSE28146	GSE95587	Alzheimer disease	Jaccard index	0.47417840375586856	binox-string
GSE28146	GSE95587	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.7372262773722628	binox-string
GSE28146	GSE97760	Alzheimer disease	Jaccard index	0.06091370558375635	binox-string
GSE28146	GSE97760	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.375	binox-string
GSE36980	GSE37263	Alzheimer disease	Jaccard index	0.16875	binox-string
GSE36980	GSE37263	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.5625	binox-string
GSE36980	GSE39420	Alzheimer disease	Jaccard index	0.13122171945701358	binox-string
GSE36980	GSE39420	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.6041666666666666	binox-string
GSE36980	GSE4757	Alzheimer disease	Jaccard index	0.016129032258064516	binox-string
GSE36980	GSE4757	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.06666666666666667	binox-string
GSE36980	GSE95587	Alzheimer disease	Jaccard index	0.1935483870967742	binox-string
GSE36980	GSE95587	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.625	binox-string
GSE36980	GSE97760	Alzheimer disease	Jaccard index	0.08108108108108109	binox-string
GSE36980	GSE97760	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.1875	binox-string
GSE37263	GSE39420	Alzheimer disease	Jaccard index	0.3975409836065574	binox-string
GSE37263	GSE39420	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.697841726618705	binox-string
GSE37263	GSE4757	Alzheimer disease	Jaccard index	0.03355704697986577	binox-string
GSE37263	GSE4757	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.3333333333333333	binox-string
GSE37263	GSE95587	Alzheimer disease	Jaccard index	0.47593582887700536	binox-string
GSE37263	GSE95587	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.6496350364963503	binox-string
GSE37263	GSE97760	Alzheimer disease	Jaccard index	0.1554054054054054	binox-string
GSE37263	GSE97760	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.71875	binox-string
GSE39420	GSE4757	Alzheimer disease	Jaccard index	0.02358490566037736	binox-string
GSE39420	GSE4757	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.3333333333333333	binox-string
GSE39420	GSE95587	Alzheimer disease	Jaccard index	0.47391304347826085	binox-string
GSE39420	GSE95587	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.7956204379562044	binox-string
GSE39420	GSE97760	Alzheimer disease	Jaccard index	0.035398230088495575	binox-string
GSE39420	GSE97760	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.25	binox-string
GSE4757	GSE95587	Alzheimer disease	Jaccard index	0.006622516556291391	binox-string
GSE4757	GSE95587	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.06666666666666667	binox-string
GSE4757	GSE97760	Alzheimer disease	Jaccard index	0.06818181818181818	binox-string
GSE4757	GSE97760	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.2	binox-string
GSE95587	GSE97760	Alzheimer disease	Jaccard index	0.11920529801324503	binox-string
GSE95587	GSE97760	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.5625	binox-string
GSE18842	GSE19188	Non-small cell lung cancer	Jaccard index	0.484375	binox-string
GSE18842	GSE19188	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.7209302325581395	binox-string
GSE18842	GSE19804	Non-small cell lung cancer	Jaccard index	0.07339449541284404	binox-string
GSE18842	GSE19804	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.37209302325581395	binox-string
GSE18842	GSE20189	Non-small cell lung cancer	Jaccard index	0.03125	binox-string
GSE18842	GSE20189	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.08695652173913043	binox-string
GSE18842	GSE21933	Non-small cell lung cancer	Jaccard index	0.39344262295081966	binox-string
GSE18842	GSE21933	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.5714285714285714	binox-string
GSE18842	GSE27262	Non-small cell lung cancer	Jaccard index	0.07024793388429752	binox-string
GSE18842	GSE27262	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.3953488372093023	binox-string
GSE18842	GSE52248	Non-small cell lung cancer	Jaccard index	0.029045643153526972	binox-string
GSE18842	GSE52248	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.16279069767441862	binox-string
GSE19188	GSE19804	Non-small cell lung cancer	Jaccard index	0.11981566820276497	binox-string
GSE19188	GSE19804	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.5	binox-string
GSE19188	GSE20189	Non-small cell lung cancer	Jaccard index	0.041666666666666664	binox-string
GSE19188	GSE20189	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.13043478260869565	binox-string
GSE19188	GSE21933	Non-small cell lung cancer	Jaccard index	0.38235294117647056	binox-string
GSE19188	GSE21933	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.6190476190476191	binox-string
GSE19188	GSE27262	Non-small cell lung cancer	Jaccard index	0.11666666666666667	binox-string
GSE19188	GSE27262	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.5384615384615384	binox-string
GSE19188	GSE52248	Non-small cell lung cancer	Jaccard index	0.08438818565400844	binox-string
GSE19188	GSE52248	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.38461538461538464	binox-string
GSE19804	GSE20189	Non-small cell lung cancer	Jaccard index	0.049019607843137254	binox-string
GSE19804	GSE20189	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.43478260869565216	binox-string
GSE19804	GSE21933	Non-small cell lung cancer	Jaccard index	0.10426540284360189	binox-string
GSE19804	GSE21933	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.5238095238095238	binox-string
GSE19804	GSE27262	Non-small cell lung cancer	Jaccard index	0.777292576419214	binox-string
GSE19804	GSE27262	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.9319371727748691	binox-string
GSE19804	GSE52248	Non-small cell lung cancer	Jaccard index	0.76	binox-string
GSE19804	GSE52248	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.8952879581151832	binox-string
GSE20189	GSE21933	Non-small cell lung cancer	Jaccard index	0.1016949152542373	binox-string
GSE20189	GSE21933	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.2608695652173913	binox-string
GSE20189	GSE27262	Non-small cell lung cancer	Jaccard index	0.02575107296137339	binox-string
GSE20189	GSE27262	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.2608695652173913	binox-string
GSE20189	GSE52248	Non-small cell lung cancer	Jaccard index	0.03636363636363636	binox-string
GSE20189	GSE52248	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.34782608695652173	binox-string
GSE21933	GSE27262	Non-small cell lung cancer	Jaccard index	0.09787234042553192	binox-string
GSE21933	GSE27262	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.5476190476190477	binox-string
GSE21933	GSE52248	Non-small cell lung cancer	Jaccard index	0.0881057268722467	binox-string
GSE21933	GSE52248	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.47619047619047616	binox-string
GSE27262	GSE52248	Non-small cell lung cancer	Jaccard index	0.8304347826086956	binox-string
GSE27262	GSE52248	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.9317073170731708	binox-string
GSE12643	GSE13760	Type II diabetes mellitus	Jaccard index	0.3446601941747573	binox-string
GSE12643	GSE13760	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.5378787878787878	binox-string
GSE12643	GSE15653	Type II diabetes mellitus	Jaccard index	0.10309278350515463	binox-string
GSE12643	GSE15653	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.2898550724637681	binox-string
GSE12643	GSE20966	Type II diabetes mellitus	Jaccard index	0.41702127659574467	binox-string
GSE12643	GSE20966	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.6758620689655173	binox-string
GSE12643	GSE21340	Type II diabetes mellitus	Jaccard index	0.4596774193548387	binox-string
GSE12643	GSE21340	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.7862068965517242	binox-string
GSE12643	GSE38642	Type II diabetes mellitus	Jaccard index	0.3037383177570093	binox-string
